sid,¾­¶È,Î³¶È
56357,29.050000000001557,100.29999999999463
56374,30.050000000001603,101.96666666666952
56385,29.51666666666704,103.33333333333452
56386,29.566666666665967,103.75
56434,28.650164899882032,97.46666666666923
56444,28.48333333333281,98.91595013398378
56459,27.93333333333402,101.26666666666405
56462,29.0,101.5
56475,28.64999999999965,102.51666666666402
56479,28.0,102.85000000000112
56485,28.266666666667227,103.58333333333447
56492,28.800000000001546,104.6000000000007
56533,27.75,98.66666666666444
56543,27.83723639753161,99.71170919259264
56548,27.166666666666607,99.28333333333062
56565,27.433333333334012,101.5131247815431
56571,27.8999999999998,102.26666666666402
56586,27.350000000000083,103.71666666666961
56643,25.866666666667395,98.85000000000211
56651,26.84999999999998,100.21666666666943
56664,26.63333333333257,101.26666666666405
56666,26.58244203658424,101.71666666666951
56671,26.650000000000063,102.25
56684,26.40851101013609,103.26702202027352
56691,26.86666666666744,104.28333333333038
56693,26.5833333333335,104.86666666666483
56739,25.000355353605002,98.5
56748,25.11666666666736,99.1833333333286
56751,25.699999999998617,100.18333333332882
56763,25.733333333332336,101.86666666666558
56768,25.0333333333335,101.54999999999454
56778,25.0,102.64999999999883
56786,25.584049866015032,103.83261680065371
56792,25.783333333333687,104.96666666666967
56793,25.71666666666633,104.46666666666962
56838,24.0,97.85000000000237
56856,24.46666666666666,100.86666666666584
56872,24.94999999999866,102.61666666666538
56875,24.33333333333396,102.54999999999448
56886,24.53333333333336,103.76666666666402
56946,23.55000000000124,99.39999999999803
56950,23.46666666666695,99.79999999999464
56951,23.883333333332704,100.08333333333519
56954,22.566666666666045,99.93333333332876
56959,22.0,100.78333333333053
56964,22.78333333333288,100.96666666666947
56966,23.599999999999177,101.98333333333595
56969,21.47091925900075,101.56666666667093
56977,22.58333333333428,101.85000000000136
56985,23.395933822672596,103.36861237329434
56986,22.98333333333175,103.68333333332949
56991,23.616666666667278,104.33333333333432
57003,34.89999999999867,106.83333333333385
57014,34.566666666665924,105.86666666666459
57025,34.516666666666424,107.38333333333576
57028,34.03333333333525,107.31666666666986
57030,34.69999999999822,108.15000000000009
57034,34.27411744145368,108.2226960270319
57037,34.933333333334076,108.98333333333603
57046,34.48333333333357,110.08333333333326
57048,34.39999999999874,108.71666666666982
57049,34.516666666666424,109.73333333333605
57051,34.80000000000178,111.200000000006
57052,34.883333333332295,110.45000000000597
57067,34.06205872072622,111.04539205405973
57071,34.81489572410546,112.43687521845192
57077,33.783333333335214,111.6500000000008
57083,34.71666666666466,113.65000000000121
57084,34.5,113.04999999999391
57089,34.053897238726954,113.90779447745369
57091,34.78333333333536,114.29999999999386
57106,33.31666666666594,106.14999999999964
57124,33.633333333332324,106.93333333333008
57127,33.06666666666594,107.03333333333025
57131,34.433333333334076,108.96666666666982
57134,33.51666666666653,107.98333333333603
57140,33.66666666666756,109.11666666666383
57143,33.86666666666768,109.96666666666987
57144,33.43333333333406,109.15000000000029
57154,33.53333333333517,110.90000000000066
57156,33.30000000000173,111.5
57178,33.06595595945603,112.5343993941533
57181,33.88333333333232,113.04999999999391
57193,33.783333333335214,114.51666666666391
57206,32.42730397297146,105.86808808109457
57211,32.83333333333254,106.25
57232,33.05000000000172,108.26666666666397
57237,32.06666666666594,108.0333333333302
57238,32.53191774437921,107.90000000000003
57245,32.71666666666495,109.03333333333018
57251,33.0,110.41276360247105
57256,32.64999999999898,110.78333333333009
57259,32.033333333334944,110.76666666666395
57265,32.41223348479595,111.7058487708292
57278,32.012769427938785,112.11525690318172
57279,32.149999999999054,112.75
57285,32.38333333333236,113.41666666666731
57290,32.967377373879074,113.96773272748467
57297,32.13333333333237,114.04999999999387
57306,31.583333333332703,105.97056973086546
57313,31.866666666667626,106.76666666666398
57314,31.349108703250856,106.06577536992054
57328,31.199999999998347,107.5
57343,31.899999999999096,109.53333333333015
57348,31.01666666666683,109.53333333333015
57355,31.033333333334777,110.36666666666358
57358,30.8226144704645,110.95433997437031
57359,31.350000000000815,110.73333333333605
57363,31.800000000001674,111.83333333333296
57378,31.171793079342265,112.57781661424272
57381,31.616666666667616,113.3333333333327
57395,31.56843760922641,114.12197949435036
57399,31.152487475240683,114.97553885588447
57405,30.5,105.5499999999943
57411,30.774810672259093,106.10708959571674
57426,30.683333333334044,107.79999999999417
57432,30.766666666666865,108.40000000000013
57439,30.283333333334642,108.93333333333042
57445,30.600000000000694,109.71666666666987
57447,30.283333333334642,109.46666666666985
57458,30.199999999998393,110.66666666666684
57461,30.716311313060682,111.3326226261169
57476,30.35000000000065,112.1500000000009
57482,30.899999999999256,113.95000000000613
57483,30.66666666666717,113.13758592567089
57493,30.35000000000065,114.33333333333255
57494,30.600000000000694,114.04999999999387
57502,29.69999999999841,105.7000000000057
57503,29.616666666667548,105.11666666666477
57512,29.966666666665414,106.27730397296818
57516,29.583333333333037,106.46666666666968
57517,29.283333333334458,106.25
57520,29.833333333332995,107.0666666666701
57523,29.850000000000566,107.73333333333603
57536,29.527303972969133,108.77730397296807
57545,29.533333333334504,109.41666666666661
57554,29.399999999999515,110.16666666666676
57562,29.583333333332988,111.36666666666335
57573,29.83333333333295,112.90000000000107
57574,29.366666666667538,112.40000000000096
57581,29.81666666666596,113.45000000000611
57583,29.92517185133445,113.96028777816949
57584,29.383333333332462,113.08333333333275
57595,29.601590353023568,114.4946871723186
57598,29.033333333334408,114.5833333333325
57604,28.783333333334355,105.38333333333529
57606,28.13333333333251,106.83333333333385
57608,28.16666666666679,105.43333333332981
57612,29.002126296166825,106.64999999999976
57614,28.333333333333186,106.21666666666971
57625,28.548229057441073,107.45177094256627
57633,28.82091925899961,108.76666666666397
57642,28.699999999998457,109.64148898986474
57647,28.149999999999753,109.18333333333047
57649,28.265256903179978,109.70248747523901
57655,28.46666666666571,110.40000000000056
57662,29.09965629733277,111.68333333333086
57669,28.383333333332498,111.21666666666994
57671,28.850000000000385,112.36666666666315
57673,28.68333333333403,112.88333333333696
57679,28.169177443784143,112.99300361178945
57682,28.71666666666566,113.56666666666882
57687,28.177659326577093,112.86843178375437
57696,28.399999999999704,114.78333333332992
57707,27.30000000000147,105.28333333333033
57710,27.8000000000015,106.39999999999971
57712,27.733333333332688,106.95000000000576
57718,27.100000000000033,106.72517767680756
57722,27.76666666666731,107.46666666666977
57729,27.233333333332606,107.88333333333588
57731,27.949999999998493,108.25
57741,27.71932308050656,109.17996038680906
57745,27.449999999998518,109.68333333333054
57749,27.56666666666598,110.0
57752,27.916666666666742,110.5999999999994
57758,27.05460794594026,110.58936269369528
57761,27.75,111.299999999994
57766,27.202487475242428,111.45638471397514
57774,27.449999999998518,112.16666666666708
57776,27.30000000000147,112.70000000000607
57779,27.00531282768294,113.34999999999886
57780,27.866666666667484,113.16666666666727
57789,27.133333333332548,113.95000000000613
57793,27.8000000000015,114.38333333333728
57799,27.05000000000146,114.91666666666755
57803,27.033333333333985,106.01666666666398
57805,26.68333333333401,105.76666666666398
57806,26.25,105.89999999999958
57816,26.5833333333335,106.73333333333602
57825,26.599999999999927,107.98333333333603
57827,26.316666666665995,107.53333333333023
57832,26.96666666666603,108.6666666666665
57839,26.23333333333243,109.14609693580454
57840,26.90000000000001,109.20000000000589
57841,26.56666666666599,109.66666666666666
57845,26.16666666666642,109.78333333333013
57853,26.73333333333252,110.6333333333365
57857,26.366666666667417,110.31666666666935
57860,27.0,111.28333333333006
57866,26.23333333333243,111.6166666666633
57872,26.89397063963635,112.59999999999901
57874,26.416666666666472,112.40000000000096
57889,26.083333333333595,113.95000000000613
57894,26.5833333333335,114.16666666666744
57896,26.333333333333545,114.5
57902,25.433333333333994,105.18333333332976
57906,25.183333333333987,106.083333333334
57907,25.083333333333798,104.89999999999935
57910,25.76666666666766,106.083333333334
57912,26.133333333332594,106.6333333333356
57916,25.433333333333994,106.76666666666398
57922,25.83333333333364,107.5499999999942
57926,25.416666666666273,107.88333333333588
57932,25.958860538273903,108.52943026913444
57947,25.218437609228253,109.40000000000033
57957,25.316666666666006,110.29999999999406
57958,25.083333333333798,110.31666666666935
57965,25.533333333333623,111.5999999999992
57972,25.784387743214054,113.01772107654695
57974,25.58333333333369,112.36666666666315
57993,25.866666666667395,115.0
57996,25.104607945941012,114.27361645112386
58005,34.44397063963612,115.61843178375425
58015,34.44999999999823,116.33333333333222
58026,34.38706745892923,118.00816148199637
58027,34.283333333335285,117.15159617849386
58034,34.60000000000129,118.31666666666811
58038,34.08333333333239,118.78333333332978
58040,34.850000000001316,119.13315856926913
58047,34.262757777000935,119.23333333333613
58102,33.83651986485162,115.75460794593967
58111,33.966666666664764,116.45000000000626
58118,33.26879296283337,116.52091925899751
58122,33.633333333332324,116.98333333333612
58130,33.93333333333407,117.9505359431496
58135,33.48333333333346,118.21666666667019
58138,32.98333333333341,118.51666666666387
58141,33.633333333332324,118.96525690317863
58143,33.80000000000175,119.84999999999765
58150,33.758330420599414,120.27428638004794
58158,33.19183269253192,120.47516602586981
58203,32.866666666667655,115.73333333333612
58208,32.166666666667375,115.61666666666247
58215,32.47802633112016,116.78333333332986
58221,32.87553885587929,117.33830828380889
58225,32.53333333333502,117.66666666666798
58236,32.343621111500404,118.25637888850056
58238,31.933333333334055,118.90000000000218
58241,32.80000000000172,119.4500000000064
58251,32.850000000001046,120.28333333332974
58252,32.18333333333406,119.46666666667024
58255,32.36666666666764,120.56666666666781
58259,32.08333333333264,120.98333333333616
58265,32.06666666666594,121.59999999999735
58311,31.733333333333256,116.5
58314,31.399999999999174,116.31666666666841
58319,31.066666666665952,116.95000000000627
58321,31.7833333333349,117.29999999999372
58326,31.583333333332703,117.83333333333198
58336,31.699999999998326,118.5602877781677
58338,31.137941279274298,118.58936269369399
58343,31.878538972387435,119.98333333333616
58345,31.432453687522766,119.49148898986459
58354,31.616666666667616,120.34999999999756
58356,31.399999999999174,121.0
58358,31.067557963415133,120.43333333333217
58362,31.399999999999174,121.45000000000647
58402,30.733333333333128,115.66666666666768
58407,30.233333333333064,115.03333333332992
58414,30.43971804730358,116.31028195270001
58419,30.10000000000061,117.01666666666388
58424,30.584743096820326,116.99859023651948
58429,30.979080740999535,117.83298963066345
58436,30.616666666667584,118.98333333333613
58437,30.13333333333243,118.15000000000204
58448,30.21666666666543,119.70000000000634
58450,30.86666666666758,120.04999999999364
58457,30.233333333333018,120.16666666666818
58464,30.632791519433525,121.09945818609589
58467,30.199999999998408,121.26666666666385
58472,30.733333333333086,122.45000000000645
58477,30.033333333334536,122.0999999999975
58500,29.859559594545722,115.20318653152124
58506,29.57517767680262,115.98333333333612
58507,29.25,115.11666666666258
58519,29.0,116.68333333333165
58520,29.850000000000566,117.71666666667018
58527,29.30000000000157,117.20000000000628
58531,29.71666666666546,118.28333333332981
58543,29.616666666667538,119.01666666666388
58549,29.116666666667516,119.65000000000208
58553,30.05000000000159,120.81666666666794
58556,29.600000000000463,120.81666666666794
58557,29.33333333333308,120.08333333333185
58562,29.78709658421703,121.53871024734603
58569,29.199999999998447,121.95000000000644
58600,28.86666666666752,115.36666666666254
58606,28.60000000000034,115.91666666666772
58608,28.066666666665977,115.54999999999379
58622,28.949999999998443,117.58333333333202
58626,28.30000000000152,117.22908074100222
58633,29.0,118.90000000000195
58634,28.68333333333403,118.25
58637,28.449999999998468,117.98333333333613
58646,28.458062426382753,119.92472909305023
58652,28.866666666667506,120.71666666667024
58665,28.616666666667502,121.41666666666833
58666,28.449999999998482,121.90000000000246
58667,28.08333333333328,121.26666666666385
58705,27.33333333333336,115.41666666666764
58715,27.583333333333314,116.65000000000175
58718,27.216666666665976,116.53333333332986
58725,27.33333333333336,117.46666666667015
58730,27.76666666666731,118.03333333332982
58731,27.916666666666742,118.53333333332981
58734,27.33333333333336,118.11666666666198
58737,27.05000000000146,118.31666666666811
58742,28.10860424028314,119.5580624263833
58744,27.449999999998518,119.41666666666825
58752,27.783333333334088,120.65000000000227
58754,27.33333333333336,120.20000000000641
58760,27.833333333333325,121.15000000000235
58806,26.483333333332475,116.01666666666388
58813,26.848229057437973,116.3297914482113
58818,26.23333333333243,116.63333333333773
58820,26.90000000000001,117.16666666666791
58834,26.63333333333257,118.16666666666806
58837,26.15851101013616,118.15000000000204
58843,26.88333333333256,120.01666666666384
58846,26.66666666666652,119.51666666666387
58847,26.083333333333595,119.28333333332976
58911,25.849999999999753,116.36666666666233
58918,25.050000000001344,116.4166666666678
58921,25.96666666666627,117.3499999999981
58926,25.300000000001358,117.41666666666794
58927,25.050000000001344,117.01666666666388
58931,25.71666666666633,118.09999999999796
58933,26.916666666666565,118.98333333333613
58936,25.36666666666737,118.70000000000636
58944,25.516666666667703,119.78333333332976
59007,24.066666666666023,105.06666666667027
59021,24.55000000000131,107.03333333333025
59023,24.699999999998678,108.0333333333302
59027,24.13333333333269,107.25
59037,23.933333333333973,108.09999999999994
59046,24.349999999999376,109.40000000000033
59058,24.199999999998713,110.51666666666395
59065,24.416666666666053,111.5085051846676
59072,24.803903064197087,112.36666666666315
59082,24.666666666666117,113.59999999999881
59087,23.883333333332704,113.51666666666391
59088,24.183333333333977,113.41666666666731
59092,24.9049574740766,114.81276360247195
59096,24.36666666666732,114.48333333333609
59097,24.050000000001276,114.20000000000614
59102,24.94999999999866,115.6500000000016
59107,24.110281952697903,115.27056390538982
59113,24.733333333332137,116.71666666667014
59116,24.337236397530575,116.70000000000626
59117,24.276948619363896,116.07943609460858
59126,24.5,117.65000000000194
59133,24.900000000000475,118.91666666666819
59134,24.483333333332087,118.06666666666816
59209,23.416666666665826,105.83333333333402
59211,23.900000000000745,106.60000000000025
59218,23.133333333332747,106.41666666666607
59228,23.31312478154446,107.58156239077324
59242,23.75047186298544,109.21309565420546
59254,23.400000000000883,110.08333333333326
59265,23.483333333331867,111.299999999994
59271,23.633333333332722,112.42943026913524
59278,23.021624140742233,112.45780612839758
59280,23.716666666666875,113.08333333333275
59287,23.21028777816648,113.46419666783456
59289,22.966666666667102,113.73333333333609
59293,23.800000000001262,114.73333333333609
59294,23.333333333334195,113.8333333333326
59298,23.07091925899968,114.37942444366348
59303,23.91879296283277,115.75212629616694
59304,23.633333333332722,115.18333333333142
59306,23.449999999998763,115.84999999999839
59310,23.766666666668065,116.1794302691358
59316,23.396096935803573,116.68333333333165
59317,23.021624140742233,116.29999999999377
59321,23.783333333333147,117.5
59324,23.43333333333397,117.03333333332985
59417,22.333333333334267,106.8500000000002
59431,22.649271816380818,108.25208551788525
59446,22.41666666666573,109.2999999999941
59453,22.660281952696266,110.13582080857209
59456,22.349999999998985,110.93333333333075
59462,22.70390306419628,111.5999999999992
59478,22.25,112.78333333333
59485,22.503903064197463,113.40000000000114
59488,22.28333333333288,113.56666666666882
59493,22.53670627985576,114.0
59501,22.80000000000119,115.36666666666254
59626,21.549644646393343,107.95851101014134
59631,21.78333333333288,108.3499999999999
59632,21.957806128392097,108.61276360246819
59644,21.44999999999892,109.13333333333617
59647,21.03333333333288,109.09999999999972
59658,21.150000000000993,110.29999999999406
59663,21.83723639752999,111.9705697308657
59664,21.546102761273346,110.99219969707629
59673,21.73333333333183,112.76666666666392
59754,20.333333333334117,110.18333333333062
59758,20.0,110.25
59838,19.09999999999906,108.61666666666396
59845,19.516666666667955,109.58333333333334
59849,19.033333333332884,109.8333333333333
59855,19.233333333332077,110.4666666666699
59948,18.216666666667116,109.58333333333334
59954,18.5372422229998,110.03333333333013
59981,16.833333333333776,112.33333333333287
